age,height_cm,weight_kg,activity_level,healthy
57,188,59.1,2,0
45,176,62.8,3,1
58,157,40.8,2,0
54,188,72.1,3,1
53,194,130.7,1,0
45,189,71.5,3,1
24,157,39.7,2,0
52,166,55.9,3,1
43,156,37.4,1,0
41,161,54.5,3,1
29,165,49.4,1,0
46,190,87.9,4,1
39,156,80.6,3,0
24,166,63.9,3,1
49,162,78.0,3,0
55,169,60.9,4,1
31,157,43.2,2,0
57,164,63.6,5,1
59,172,52.7,3,0
35,161,61.5,5,1
30,183,58.6,2,0
36,182,61.8,3,1
32,193,138.8,2,0
42,165,60.9,3,1
27,171,102.6,1,0
51,186,74.1,5,1
34,160,39.4,3,0
38,155,55.5,5,1
46,189,54.9,3,0
18,177,65.1,5,1
52,176,51.4,3,0
44,156,56.6,4,1
47,176,55.4,3,0
28,161,52.4,3,1
58,185,122.3,2,0
38,191,69.3,5,1
54,175,49.6,3,0
57,162,65.0,4,1
36,165,48.6,3,0
22,184,62.7,4,1
53,181,121.4,2,0
33,159,53.0,4,1
53,185,118.7,1,0
36,157,52.7,4,1
23,157,43.3,2,0
53,169,68.5,4,1
40,183,112.4,1,0
30,187,71.7,5,1
34,176,54.8,1,0
48,171,69.9,5,1
54,158,45.2,3,0
25,193,72.7,3,1
58,165,99.4,3,0
25,187,70.0,4,1
33,190,61.5,1,0
47,174,67.3,3,1
35,172,83.8,3,0
27,165,57.8,5,1
47,158,70.7,3,0
54,156,52.6,3,1
24,158,76.2,3,0
39,183,66.8,4,1
29,155,38.3,2,0
46,168,65.0,4,1
59,171,85.0,3,0
46,179,66.1,4,1
18,155,60.6,3,0
57,165,67.0,3,1
40,167,45.2,3,0
30,166,66.9,5,1
25,178,48.1,1,0
49,165,50.9,5,1
53,188,64.4,2,0
49,156,47.4,4,1
48,158,44.2,2,0
51,187,82.0,5,1
53,167,73.5,2,0
35,192,70.2,5,1
40,177,91.9,2,0
22,176,59.2,4,1
43,169,51.3,1,0
31,190,82.3,4,1
52,193,66.3,1,0
35,169,61.9,3,1
42,180,115.6,3,0
59,192,74.1,4,1
18,176,54.2,2,0
44,167,59.4,4,1
40,180,109.8,2,0
30,161,57.8,3,1
56,157,74.8,1,0
33,170,66.6,5,1
24,169,105.0,3,0
19,157,56.3,3,1
53,182,55.4,3,0
53,177,62.7,4,1
25,169,97.1,2,0
37,187,74.3,4,1
27,169,103.2,3,0
38,194,77.2,5,1
32,191,55.0,1,0
20,194,75.6,5,1
40,181,92.3,3,0
55,172,60.0,5,1
29,156,39.6,1,0
51,177,66.6,5,1
25,191,61.3,2,0
46,159,53.0,5,1
31,156,37.0,2,0
45,162,60.7,3,1
24,193,129.7,1,0
27,158,47.4,3,1
19,178,47.6,2,0
21,187,67.1,4,1
49,158,66.6,2,0
28,170,70.6,4,1
48,194,62.5,2,0
54,187,65.3,4,1
46,191,103.4,3,0
33,159,62.7,3,1
38,168,51.5,3,0
46,184,83.1,4,1
18,193,65.2,3,0
45,185,77.7,3,1
25,160,46.8,2,0
23,190,69.5,5,1
33,156,63.8,1,0
27,161,63.5,3,1
29,169,49.2,2,0
31,180,79.0,3,1
55,158,39.4,3,0
42,170,64.1,5,1
33,166,74.7,1,0
28,176,63.0,4,1
30,192,67.6,3,0
30,194,89.5,5,1
19,172,51.9,2,0
39,190,70.3,4,1
31,183,61.4,1,0
18,158,53.3,5,1
31,173,47.3,2,0
54,163,59.7,5,1
54,179,52.2,3,0
50,193,82.2,4,1
50,169,48.2,2,0
47,169,62.5,5,1
32,183,51.7,1,0
39,165,60.0,4,1
28,193,105.2,3,0
41,172,55.7,4,1
31,161,71.0,1,0
28,190,68.0,4,1
25,161,74.0,2,0
51,174,73.8,4,1
44,188,53.3,3,0
22,177,77.7,4,1
48,167,90.2,3,0
52,167,61.3,5,1
21,158,88.3,2,0
44,159,55.3,5,1
56,169,75.9,1,0
23,180,70.5,3,1
58,170,47.8,2,0
46,164,64.4,3,1
21,191,100.5,2,0
29,185,79.8,3,1
19,190,61.1,3,0
54,170,70.6,5,1
41,181,124.3,3,0
29,183,75.1,3,1
41,193,57.7,2,0
32,163,54.5,3,1
26,157,38.0,1,0
41,186,79.3,3,1
37,171,101.7,1,0
20,182,67.4,5,1
33,160,82.6,2,0
48,165,65.7,5,1
24,186,58.6,3,0
44,184,78.5,3,1
58,184,60.0,3,0
38,167,60.5,5,1
27,187,60.7,3,0
51,161,58.3,4,1
53,161,47.4,2,0
57,168,62.1,5,1
44,180,82.1,2,0
49,178,70.1,4,1
20,161,39.6,2,0
38,185,71.2,5,1
30,171,105.8,2,0
24,171,72.3,3,1
34,194,115.2,3,0
52,162,62.0,4,1
56,175,84.5,3,0
19,164,66.9,5,1
21,167,97.5,3,0
31,163,64.4,4,1
46,177,47.7,1,0
26,158,51.6,5,1
50,186,52.6,3,0
45,157,57.3,3,1
25,191,98.3,2,0
31,169,69.3,4,1
18,166,94.1,2,0
34,173,71.9,5,1
26,162,86.4,1,0
29,185,65.2,3,1
19,166,94.8,2,0
30,190,77.4,5,1
47,185,98.5,2,0
39,158,55.3,3,1
28,167,72.6,3,0
39,159,61.9,3,1
34,166,73.6,1,0
31,180,76.2,3,1
56,158,43.1,1,0
32,169,55.4,4,1
24,187,52.8,3,0
33,162,51.3,4,1
53,161,94.9,3,0
19,163,62.9,4,1
18,157,79.7,3,0
50,163,49.6,5,1
24,180,52.3,3,0
49,190,86.5,3,1
38,167,44.5,3,0
18,156,50.8,5,1
58,159,38.6,1,0
49,165,56.3,5,1
49,189,55.9,1,0
45,182,75.2,5,1
35,179,118.1,1,0
51,178,65.6,5,1
31,183,57.2,3,0
29,169,69.9,3,1
35,161,68.8,3,0
50,184,75.4,5,1
42,170,49.5,1,0
21,189,66.7,5,1
52,169,50.0,1,0
28,181,77.2,4,1
35,170,90.3,3,0
54,164,65.7,4,1
20,173,46.9,2,0
40,164,53.7,5,1
43,165,46.4,1,0
57,162,49.3,5,1
55,190,106.7,3,0
43,159,54.5,5,1
51,158,85.9,1,0
22,172,73.2,3,1
37,160,70.4,2,0
35,166,66.1,3,1
55,179,57.7,2,0
32,168,65.6,4,1
25,173,46.6,1,0
30,186,86.1,4,1
54,156,38.2,3,0
25,186,86.1,5,1
18,167,51.1,3,0
20,183,74.2,4,1
48,178,99.0,1,0
59,174,71.0,4,1
28,157,70.9,1,0
43,170,63.9,5,1
55,163,82.2,1,0
42,183,66.1,4,1
51,187,101.8,1,0
41,159,61.0,5,1
36,184,89.6,2,0
28,168,60.0,5,1
52,161,44.3,3,0
27,162,56.5,3,1
46,177,98.3,1,0
23,162,52.6,4,1
39,168,78.2,2,0
54,192,75.0,3,1
23,156,91.0,1,0
18,193,85.2,4,1
35,176,51.3,3,0
53,158,48.9,3,1
42,185,94.6,3,0
41,184,65.4,5,1
39,180,103.7,2,0
31,177,74.6,4,1
49,159,67.2,3,0
30,174,70.5,5,1
24,177,97.3,1,0
23,170,61.5,5,1
37,165,95.2,3,0
48,171,57.4,3,1
39,189,58.7,1,0
26,167,58.3,3,1
48,162,69.5,1,0
42,187,86.7,5,1
50,156,79.2,1,0
34,166,56.5,4,1
52,175,50.4,1,0
32,165,56.5,5,1
48,180,96.4,3,0
49,180,60.4,3,1
42,185,57.4,3,0
46,189,68.2,4,1
32,168,77.4,1,0
33,162,63.6,5,1
48,166,74.5,2,0
36,157,57.4,3,1
52,181,91.2,1,0
50,171,65.3,3,1
21,156,41.7,1,0
53,159,48.0,3,1
48,191,61.4,3,0
23,160,60.6,4,1
18,162,83.0,2,0
31,165,66.7,4,1
47,158,43.2,2,0
28,191,72.9,5,1
24,161,98.2,1,0
50,191,87.5,5,1
46,172,48.8,2,0
44,161,51.3,4,1
34,165,89.4,2,0
59,165,66.6,5,1
31,167,97.6,2,0
18,159,48.1,5,1
27,169,102.9,2,0
28,171,58.0,4,1
53,173,111.8,1,0
20,188,81.9,3,1
32,184,62.1,2,0
52,167,63.4,5,1
53,172,45.4,3,0
29,194,84.8,3,1
45,189,94.3,3,0
26,190,68.8,4,1
29,173,87.3,3,0
36,163,55.3,3,1
30,156,74.7,1,0
42,180,61.1,4,1
36,183,57.0,3,0
54,181,64.3,5,1
20,172,105.0,2,0
34,192,72.2,4,1
44,174,88.9,3,0
21,158,49.9,3,1
19,170,47.7,1,0
34,181,81.5,3,1
28,167,43.6,3,0
39,160,52.0,4,1
36,189,62.5,2,0
45,157,54.3,5,1
44,190,101.7,1,0
58,180,77.6,4,1
46,163,99.2,1,0
41,171,69.2,3,1
44,187,63.2,3,0
44,166,51.8,4,1
19,158,44.6,2,0
42,181,76.8,4,1
33,162,41.4,2,0
20,177,72.8,5,1
23,188,53.3,3,0
35,168,67.8,5,1
36,186,93.2,2,0
58,194,88.5,4,1
19,173,102.5,3,0
33,184,73.5,3,1
19,176,79.9,1,0
39,194,74.3,3,1
28,158,86.4,2,0
44,171,68.0,3,1
43,185,128.9,3,0
38,170,64.1,4,1
45,172,87.0,1,0
18,165,57.7,4,1
49,173,101.8,3,0
47,162,52.2,3,1
42,176,52.8,3,0
23,169,61.5,4,1
31,183,51.0,3,0
21,166,64.1,4,1
31,189,58.7,1,0
30,162,63.8,5,1
40,180,109.6,2,0
53,179,76.2,5,1
44,165,85.7,2,0
47,169,54.0,5,1
41,162,42.6,2,0
41,176,75.0,3,1
46,169,82.0,1,0
46,173,56.3,4,1
54,164,98.9,1,0
22,177,70.0,3,1
25,171,52.3,2,0
35,164,53.5,4,1
50,173,77.9,3,0
38,173,67.5,3,1
28,165,92.7,2,0
57,192,90.5,5,1
50,175,94.6,1,0
48,164,66.8,5,1
46,187,64.1,3,0
20,156,45.4,5,1
25,156,74.0,1,0
19,186,69.2,3,1
59,167,48.6,3,0
34,182,74.9,4,1
22,178,114.5,2,0
59,187,86.7,4,1
36,192,122.6,3,0
42,169,65.1,5,1
40,165,42.9,3,0
24,181,76.4,5,1
55,174,55.5,3,0
19,176,73.5,3,1
39,173,46.7,3,0
34,177,75.2,4,1
36,180,86.0,1,0
21,166,56.0,4,1
27,176,53.5,1,0
24,162,57.5,5,1
55,175,109.8,2,0
48,190,86.5,3,1
54,192,67.2,2,0
35,180,72.3,5,1
48,156,41.4,2,0
22,177,66.1,5,1
30,164,41.6,3,0
38,189,66.7,4,1
46,159,41.4,1,0
44,181,63.6,3,1
31,174,107.7,2,0
37,178,65.2,3,1
39,178,50.8,3,0
47,174,56.8,4,1
52,175,116.0,3,0
34,166,64.4,4,1
45,157,61.7,1,0
48,185,71.4,4,1
40,163,79.6,3,0
30,186,71.9,4,1
54,185,53.9,2,0
49,188,73.3,3,1
20,181,105.9,2,0
43,174,64.6,5,1
48,162,40.0,1,0
35,173,65.5,4,1
23,171,108.5,1,0
54,181,73.2,4,1
21,176,51.2,3,0
37,193,91.3,4,1
55,184,101.1,3,0
18,172,63.3,3,1
40,190,112.3,2,0
44,190,69.1,4,1
42,164,42.0,1,0
20,176,65.2,4,1
37,178,97.2,3,0
29,170,69.0,3,1
29,183,58.9,2,0
27,174,73.8,3,1
33,157,82.7,1,0
53,158,51.9,5,1
28,194,66.6,3,0
35,166,58.8,4,1
59,166,50.0,1,0
33,166,66.2,3,1
30,162,86.4,2,0
21,156,54.7,5,1
36,194,132.0,1,0
18,190,78.5,3,1
41,188,118.2,3,0
48,163,59.7,3,1
22,168,94.7,2,0
35,183,80.8,3,1
37,162,67.0,2,0
54,158,52.3,4,1
50,182,52.4,2,0
28,189,72.6,5,1
27,162,68.6,3,0
49,170,68.9,4,1
29,175,110.6,3,0
46,163,65.5,3,1
34,163,48.0,1,0
49,188,76.4,4,1
40,180,91.7,1,0
26,184,72.8,4,1
33,156,37.8,3,0
36,165,67.7,3,1
24,169,44.3,1,0
25,184,68.9,4,1
46,181,99.8,2,0
38,192,77.3,5,1
29,178,47.7,1,0
36,155,44.8,5,1
33,180,82.5,3,0
32,162,60.0,3,1
59,161,39.3,1,0
24,181,75.8,3,1
31,164,72.1,3,0
27,173,67.1,5,1
58,186,55.6,1,0
20,166,60.2,3,1
48,190,59.8,1,0
31,183,76.8,3,1
49,181,53.0,3,0
54,163,58.3,4,1
36,174,107.1,1,0
44,179,69.4,4,1
21,168,82.1,2,0
26,156,51.1,5,1
41,192,109.6,2,0
35,156,59.2,3,1
26,167,44.9,3,0
45,164,60.2,4,1
43,167,42.6,3,0
29,163,61.3,3,1
22,173,53.5,1,0
29,163,55.1,3,1
37,167,45.0,2,0
26,178,62.5,4,1
48,193,59.7,2,0
46,188,81.7,4,1
54,168,44.0,3,0
40,182,63.9,4,1
57,179,58.6,1,0
18,176,69.7,4,1
45,168,48.0,1,0
43,187,67.5,4,1
22,161,41.0,2,0
48,165,61.9,5,1
53,176,99.4,1,0
45,192,91.5,5,1
58,158,42.3,3,0
49,193,76.8,4,1
22,176,117.0,3,0
48,189,66.9,5,1
30,161,68.1,2,0
24,173,63.1,5,1
53,186,61.8,2,0
56,159,47.4,4,1
39,188,59.6,1,0
24,164,54.4,5,1
49,176,50.0,1,0
48,193,76.6,4,1
54,178,115.4,3,0
42,185,78.3,5,1
27,163,44.1,1,0
58,155,55.9,4,1
53,185,126.1,1,0
26,176,74.5,4,1
27,157,38.0,1,0
49,166,53.4,5,1
43,168,46.2,1,0
45,161,50.0,3,1
53,162,79.5,2,0
54,189,71.1,4,1
32,191,99.3,3,0
44,170,66.0,4,1
35,189,58.0,1,0
51,177,75.8,5,1
32,172,52.6,1,0
35,187,82.9,4,1
34,158,74.5,2,0
19,191,84.9,3,1
52,164,71.3,3,0
46,169,61.3,4,1
26,186,62.3,3,0
54,188,70.1,5,1
27,184,54.7,2,0
29,175,62.5,4,1
53,166,74.1,1,0
21,155,50.8,5,1
30,185,127.0,1,0
45,174,68.5,4,1
31,158,38.2,3,0
55,163,57.8,5,1
54,182,101.2,2,0
36,191,89.3,3,1
49,166,91.4,3,0
18,186,84.4,3,1
39,166,71.4,3,0
34,155,48.2,4,1
43,181,59.0,1,0
42,185,78.9,3,1
31,179,96.1,3,0
44,173,74.4,5,1
59,161,45.5,1,0
28,174,60.3,4,1
37,186,57.3,3,0
37,188,74.3,3,1
32,186,59.7,1,0
31,189,82.5,4,1
33,170,46.9,3,0
22,189,79.0,5,1
22,157,74.1,2,0
47,192,91.6,4,1
28,155,62.3,1,0
44,166,62.6,3,1
50,176,111.9,2,0
48,155,58.7,4,1
59,161,85.9,3,0
41,173,68.6,3,1
59,186,103.2,3,0
46,159,53.5,3,1
45,163,69.1,2,0
51,191,79.0,4,1
35,187,58.7,1,0
40,171,60.6,3,1
32,158,85.4,2,0
22,191,69.1,5,1
54,162,86.3,3,0
35,178,74.1,4,1
34,160,74.1,1,0
23,192,80.6,5,1
40,166,72.7,1,0
24,170,58.4,3,1
21,159,44.8,2,0
22,161,60.6,5,1
49,162,47.2,3,0
55,191,87.5,5,1
42,176,86.2,3,0
32,156,58.6,5,1
23,174,88.3,1,0
30,158,52.3,3,1
39,171,47.0,2,0
33,194,73.0,4,1
25,163,45.8,2,0
44,191,89.4,3,1
59,165,41.5,3,0
46,178,62.7,5,1
52,171,44.0,3,0
19,158,52.7,3,1
31,162,87.0,1,0
22,182,72.3,4,1
22,169,79.3,1,0
32,158,48.6,5,1
38,176,53.1,1,0
24,173,64.7,5,1
30,156,43.1,3,0
22,160,51.7,5,1
20,190,129.8,3,0
23,172,57.4,3,1
50,188,109.0,3,0
44,179,73.7,3,1
24,174,84.5,3,0
19,188,81.2,3,1
18,182,50.6,1,0
40,156,52.1,4,1
26,156,85.4,2,0
51,159,52.4,3,1
45,170,104.8,1,0
21,185,74.7,3,1
51,185,53.2,1,0
51,167,68.3,5,1
38,165,46.0,2,0
32,163,62.0,5,1
29,173,51.7,2,0
38,188,75.9,5,1
58,177,51.4,3,0
43,168,57.0,3,1
21,172,47.9,3,0
47,190,86.9,4,1
57,164,68.2,1,0
58,168,54.2,3,1
43,178,112.1,2,0
35,170,63.3,4,1
31,158,40.8,1,0
57,161,62.3,4,1
40,165,84.5,2,0
21,190,66.9,3,1
57,170,44.9,2,0
26,167,65.7,4,1
45,165,49.5,1,0
56,165,51.9,5,1
36,167,95.1,2,0
25,176,59.1,3,1
38,182,106.4,2,0
28,165,64.3,5,1
54,168,81.4,2,0
58,166,66.5,5,1
47,169,46.1,1,0
33,168,58.0,5,1
49,189,112.7,1,0
49,165,53.0,3,1
21,180,115.5,2,0
49,161,64.4,4,1
27,189,126.2,2,0
26,184,65.6,4,1
31,191,122.4,3,0
38,185,64.0,5,1
30,177,86.0,1,0
46,160,47.6,5,1
58,172,94.4,3,0
54,168,62.2,4,1
50,190,93.1,2,0
24,164,55.3,4,1
30,175,86.8,3,0
22,180,64.2,4,1
20,178,51.1,2,0
59,174,62.5,4,1
37,160,39.9,1,0
58,157,52.2,4,1
36,164,48.7,3,0
41,184,66.0,4,1
56,160,66.8,3,0
46,183,68.0,3,1
19,189,99.4,1,0
27,175,75.4,5,1
58,191,56.6,1,0
47,177,72.5,4,1
46,162,41.6,1,0
38,155,57.6,5,1
49,168,45.3,1,0
23,158,57.8,3,1
58,185,91.0,1,0
40,185,67.7,3,1
38,157,66.4,3,0
30,177,66.2,5,1
21,165,45.3,3,0
56,158,51.1,4,1
33,193,127.1,1,0
22,168,56.4,3,1
35,169,86.0,3,0
57,181,66.0,5,1
49,174,45.7,3,0
30,179,74.6,5,1
22,156,87.7,1,0
38,166,64.1,3,1
45,163,48.1,2,0
36,168,69.9,4,1
43,164,45.6,1,0
38,176,75.9,4,1
38,163,91.8,2,0
52,169,58.7,4,1
50,190,132.0,1,0
54,185,67.7,3,1
34,171,45.0,3,0
21,163,62.8,5,1
55,169,44.7,1,0
59,177,60.4,3,1
38,175,82.4,2,0
28,164,53.3,4,1
34,177,114.0,2,0
38,178,60.9,3,1
50,156,40.7,1,0
45,189,79.5,3,1
41,158,91.2,2,0
57,193,85.0,3,1
42,176,49.2,1,0
56,181,75.5,3,1
49,183,55.1,2,0
44,163,59.5,5,1
34,191,65.4,2,0
31,172,55.7,5,1
48,193,61.4,1,0
42,170,71.6,4,1
19,194,94.9,2,0
22,194,74.1,5,1
29,166,41.9,2,0
33,158,60.5,4,1
58,192,138.0,3,0
56,180,61.5,4,1
21,180,112.4,1,0
40,177,72.0,5,1
42,191,128.8,3,0
40,158,46.9,4,1
20,193,102.5,1,0
29,159,48.7,3,1
42,189,118.5,2,0
41,189,75.8,3,1
41,173,77.4,1,0
52,190,71.1,4,1
49,180,87.7,1,0
55,191,68.1,3,1
28,181,110.5,1,0
21,168,68.2,4,1
33,194,141.5,3,0
21,181,67.8,3,1
42,176,49.4,2,0
47,170,60.1,5,1
32,182,121.2,1,0
30,158,54.7,3,1
41,194,66.9,1,0
26,180,67.0,5,1
42,169,49.9,2,0
37,170,60.5,5,1
56,158,86.9,1,0
35,194,93.3,5,1
59,183,121.2,1,0
57,182,71.1,3,1
52,172,48.3,2,0
25,177,61.6,3,1
48,183,107.4,1,0
30,162,61.5,5,1
54,159,70.9,2,0
39,168,66.1,5,1
21,187,112.3,3,0
46,193,84.6,3,1
25,168,45.1,3,0
23,155,59.6,4,1
23,156,69.1,1,0
58,159,49.9,4,1
18,179,57.2,1,0
40,164,63.2,3,1
54,161,43.3,3,0
21,180,73.3,3,1
18,157,38.8,1,0
30,172,70.0,3,1
23,179,118.3,2,0
52,165,54.8,3,1
47,158,44.8,2,0
18,158,50.4,3,1
36,175,113.5,1,0
50,173,66.8,5,1
46,182,59.7,1,0
51,180,66.5,5,1
34,166,82.2,1,0
54,174,63.9,4,1
19,178,79.8,1,0
46,182,62.6,5,1
49,185,129.6,1,0
53,174,62.2,5,1
19,172,54.4,2,0
37,174,72.0,4,1
38,183,59.3,1,0
46,185,72.5,5,1
29,184,61.5,3,0
21,162,53.6,3,1
20,181,57.2,1,0
41,183,64.8,4,1
31,191,113.5,3,0
59,178,72.7,4,1
29,175,49.5,1,0
32,193,72.5,4,1
28,166,41.6,3,0
57,183,82.4,5,1
56,183,125.1,2,0
40,193,89.4,5,1
38,166,41.7,1,0
58,190,71.8,4,1
56,165,91.2,1,0
33,181,72.2,3,1
38,191,57.7,1,0
28,155,55.7,3,1
58,174,51.1,1,0
40,186,79.9,5,1
36,188,63.9,3,0
32,173,72.9,5,1
32,192,57.9,1,0
22,176,73.5,3,1
46,170,107.3,2,0
39,194,85.6,3,1
30,189,131.5,1,0
59,172,66.7,4,1
54,168,43.1,2,0
56,161,61.3,5,1
39,182,109.9,1,0
41,187,80.4,3,1
43,173,99.8,2,0
31,163,53.3,5,1
57,166,102.1,3,0
31,155,48.9,5,1
18,183,55.2,2,0
49,173,63.3,5,1
49,176,48.4,3,0
55,173,70.0,3,1
43,159,44.7,3,0
53,182,73.3,5,1
53,165,69.2,3,0
42,175,67.7,4,1
18,177,52.5,3,0
55,193,78.9,4,1
26,157,41.4,2,0
22,184,84.2,4,1
32,155,39.2,2,0
36,156,47.0,4,1
57,178,99.3,1,0
47,161,57.7,4,1
46,179,52.9,1,0
23,176,66.5,5,1
56,194,65.2,1,0
40,161,62.1,5,1
36,163,86.4,1,0
28,166,57.7,3,1
31,169,83.9,3,0
53,164,51.6,3,1
44,187,57.8,2,0
38,170,61.2,4,1
50,176,49.3,2,0
33,167,66.9,4,1
37,158,37.7,3,0
40,184,70.8,5,1
20,178,86.3,1,0
29,162,56.0,4,1
52,186,108.8,1,0
55,156,57.1,4,1
26,155,42.4,1,0
53,183,82.6,5,1
40,163,78.5,3,0
51,156,47.7,5,1
59,186,118.6,2,0
44,165,56.8,3,1
24,185,112.3,2,0
53,158,56.3,5,1
38,187,99.6,1,0
24,189,88.1,4,1
56,163,44.3,2,0
44,173,59.7,3,1
49,169,48.0,3,0
34,164,50.7,5,1
59,166,45.9,1,0
50,180,69.9,3,1
18,180,96.6,1,0
59,186,79.3,3,1
41,167,45.5,1,0
20,170,61.1,3,1
47,189,95.2,2,0
26,173,64.0,3,1
39,184,59.4,1,0
40,160,55.2,3,1
58,170,45.3,1,0
34,186,65.2,3,1
42,176,112.2,1,0
41,162,54.6,4,1
56,168,76.7,1,0
34,174,61.3,3,1
35,164,99.5,1,0
47,167,62.0,5,1
30,186,56.1,1,0
49,179,71.2,3,1
54,177,94.0,1,0
22,182,64.7,5,1
47,180,91.0,1,0
35,167,68.1,3,1
41,167,47.3,1,0
26,189,76.4,3,1
52,174,52.8,2,0
49,190,72.7,3,1
28,180,56.7,3,0
35,159,62.4,4,1
55,157,64.6,3,0
56,180,68.1,3,1
26,159,39.9,3,0
37,176,70.2,5,1
35,184,93.2,1,0
53,160,49.2,5,1
30,165,49.2,1,0
30,187,75.9,3,1
41,174,102.1,2,0
57,186,78.3,3,1
39,188,100.3,1,0
20,176,60.4,3,1
33,163,48.1,1,0
59,194,71.3,4,1
35,175,56.2,1,0
35,167,68.0,4,1
40,179,55.8,3,0
58,193,76.3,3,1
58,172,106.9,1,0
53,173,72.1,3,1
36,186,52.1,3,0
22,176,70.4,5,1
50,157,43.2,3,0
54,176,67.1,5,1
31,157,90.2,2,0
52,167,62.7,4,1
52,170,51.4,1,0
48,168,56.3,3,1
37,156,40.9,2,0
59,160,56.8,4,1
46,173,51.4,3,0
51,182,74.9,3,1
47,183,110.3,3,0
39,185,70.0,4,1
59,164,77.1,3,0
57,178,73.3,4,1
37,171,96.0,1,0
18,189,71.5,5,1
26,191,62.4,2,0
40,189,74.4,5,1
21,164,42.9,3,0
26,194,83.6,5,1
32,182,90.6,1,0
38,169,58.4,4,1
32,174,55.3,1,0
42,158,49.8,4,1
20,173,77.2,3,0
55,178,59.4,4,1
43,182,57.7,2,0
55,172,68.0,5,1
56,159,95.3,2,0
35,161,49.8,5,1
33,191,122.8,1,0
29,172,60.5,4,1
27,171,91.3,2,0
43,178,63.3,5,1
56,156,80.6,3,0
50,173,59.4,3,1
39,174,97.8,2,0
44,180,68.6,5,1
43,172,102.3,1,0
20,184,81.5,4,1
24,193,67.8,1,0
58,183,79.0,3,1
36,177,108.6,1,0
55,189,83.1,4,1
22,174,93.9,2,0
53,183,77.2,3,1
38,175,77.6,3,0
30,194,84.2,5,1
40,185,56.3,2,0
46,157,58.5,5,1
33,188,54.1,1,0
31,189,75.4,4,1
37,184,119.0,2,0
30,189,77.7,3,1
59,178,56.3,2,0
22,187,70.9,3,1
53,167,105.9,1,0
51,166,63.5,4,1
47,191,61.8,2,0
32,182,76.0,3,1
57,160,39.2,1,0
22,191,72.8,3,1
56,178,56.8,3,0
37,186,65.4,4,1
47,193,59.9,3,0
24,167,60.9,5,1
50,159,70.5,1,0
22,177,59.2,4,1
44,162,42.5,2,0
48,164,57.6,3,1
37,157,83.5,2,0
35,188,85.3,5,1
20,181,115.2,3,0
55,194,81.4,3,1
22,168,99.1,1,0
57,189,84.9,5,1
41,193,67.3,1,0
30,192,86.2,3,1
56,164,93.4,2,0
40,180,79.2,5,1
58,184,51.7,1,0
23,184,79.3,5,1
47,172,48.1,2,0
33,177,72.1,5,1
41,176,47.0,2,0
45,190,69.0,4,1
40,183,56.8,3,0
59,186,82.3,4,1
54,188,90.2,3,0
39,177,59.7,3,1
49,183,56.1,2,0
30,171,68.6,3,1
43,192,60.6,2,0
46,189,87.8,3,1
56,186,57.9,1,0
32,163,59.9,5,1
28,167,100.2,1,0
39,186,70.1,5,1
38,182,54.8,3,0
41,160,60.1,3,1
32,183,55.3,1,0
38,164,57.9,4,1
21,160,86.4,2,0
18,173,59.2,3,1
45,166,43.6,1,0
38,162,56.1,5,1
47,186,52.0,1,0
26,193,81.8,3,1
20,170,51.2,3,0
56,191,78.3,3,1
57,175,52.2,3,0
45,164,61.6,5,1
42,187,63.6,3,0
26,181,62.1,3,1
32,170,44.4,1,0
58,158,56.8,3,1
26,170,45.7,2,0
32,169,55.7,4,1
59,191,99.9,2,0
33,159,49.6,4,1
38,167,47.1,3,0
19,160,50.4,5,1
26,166,42.3,3,0
41,168,67.1,5,1
38,167,47.7,2,0
59,177,58.2,3,1
53,170,50.2,3,0
30,171,71.7,4,1
46,156,85.4,1,0
27,162,53.5,4,1
49,173,75.2,1,0
36,187,79.4,3,1
18,193,132.3,3,0
30,166,52.3,4,1
35,182,58.5,2,0
55,163,65.7,4,1
54,192,57.0,3,0
52,184,64.4,3,1
48,166,46.1,2,0
27,166,60.8,3,1
38,189,58.4,3,0
19,186,69.5,4,1
41,178,50.9,2,0
58,194,84.9,3,1
47,172,110.9,1,0
26,155,59.0,5,1
59,170,44.0,3,0
35,183,66.4,4,1
23,184,53.4,1,0
23,193,83.1,4,1
21,163,90.9,3,0
21,191,77.6,3,1
59,169,52.1,3,0
27,171,69.4,4,1
22,164,48.0,2,0
50,186,75.2,5,1
53,192,106.4,2,0
46,167,60.9,3,1
51,173,47.8,1,0
19,169,67.2,5,1
33,169,44.1,1,0
21,180,75.8,3,1
57,169,76.7,2,0
58,189,75.5,3,1
46,178,51.5,3,0
57,175,60.6,5,1
58,179,49.4,1,0
22,185,72.1,3,1
47,172,85.3,3,0
36,164,63.5,5,1
48,170,47.8,3,0
26,194,90.6,3,1
35,169,73.7,3,0
44,173,68.3,4,1
23,178,99.8,1,0
38,192,86.1,5,1
48,191,112.8,3,0
58,192,76.7,4,1
19,166,95.1,2,0
53,158,47.7,4,1
44,191,59.0,1,0
40,189,75.1,5,1
41,173,45.9,1,0
58,183,63.1,5,1
48,175,97.9,1,0
51,157,54.2,4,1
51,169,99.0,3,0
54,158,52.0,5,1
32,184,125.5,3,0
45,182,79.1,3,1
28,193,117.6,3,0
19,167,62.3,3,1
32,185,58.4,2,0
33,183,82.1,5,1
46,159,42.1,2,0
19,174,66.2,3,1
43,189,55.6,3,0
25,165,54.1,5,1
22,161,88.7,1,0
28,160,63.4,5,1
